,id,created_at,retweet_count,user_screen_name,user_followers_count,user_location,Hashtags,text,Sentiment,SentimentClass
16,1259454979246612480,2020-05-10 12:07:21,2,ZPAGlobal,435,Guinea,"[{'text': 'HealthPartnership', 'indices': [37, 55]}, {'text': 'healthworkers', 'indices': [72, 86]}, {'text': 'COVID19', 'indices': [117, 125]}]",RT @THETlinks: Are you involved in a #HealthPartnership working to keep #healthworkers safe on the frontlines of the #COVID19 response in E…,0.5,Positive
17,1259453932281245696,2020-05-10 12:03:11,0,chola_neene,42,,"[{'text': 'Zambia', 'indices': [130, 137]}]","They way the Zambian president is handling the covid-19 pandemic,in a very defiant inconsequential manner as if its Chinese loans.#Zambia",0.1,Positive
18,1259453817034326019,2020-05-10 12:02:44,1,WeArePindula,15010,"Harare, Zimbabwe","[{'text': 'pindula', 'indices': [104, 112]}]",Zambia Records 100 COVID-19 Cases In 24 Hours Following Lifting Of The Lockdown #pindula vi…,0.0,Neutral
19,1259451585337458691,2020-05-10 11:53:52,0,chola_neene,42,,[],"We have many covid-19 patients recovering but we are not told how many are on ventilators, at what point they shoul…",0.5,Positive
20,1259450507145469957,2020-05-10 11:49:35,0,chola_neene,42,,[],"Covid-19,the more the infection rate,the slower the infection recovery rate,the more infection fatality rate.govt i…",0.5,Positive
21,1259450478825521153,2020-05-10 11:49:28,0,LilatoLilatol,159,,"[{'text': 'ZAMBIA', 'indices': [54, 61]}, {'text': 'TANZANIA', 'indices': [100, 109]}]","YESTERDAY 76 &amp; TODAY 124 COVID19 CASES IN NAKONDE #ZAMBIA, A BORDER TOWN BETWEEN COVID INFECTED #TANZANIA &amp; ZAMBIA.…",0.0,Neutral
22,1259446935225880576,2020-05-10 11:35:23,0,Hendrix_ChiChi,14292,lusaka,"[{'text': 'COVID', 'indices': [44, 50]}]","UPDATE: Zambia has recorded 15 new cases of #COVID-19 in the last 24hrs. 14 in Lusaka, 1 in Chilanga (Lusaka province) - MOH",0.06818181818181818,Positive
23,1259446684364476416,2020-05-10 11:34:23,0,Hendrix_ChiChi,14292,lusaka,"[{'text': 'Zambia', 'indices': [8, 15]}, {'text': 'Covid', 'indices': [18, 24]}, {'text': 'Covid', 'indices': [99, 105]}]","UPDATE: #Zambia's #Covid-19 cases, now stands at 267 with 7 deaths, 117 discharges and 143 active #Covid-19 cases.…",-0.13333333333333333,Negative
24,1259446560154247169,2020-05-10 11:33:53,1,flavafm87dot7,23263,"Kitwe, Zambia",[],HEADLINES: &lt; Nakonde border to be closed as Zambia records 15 new cases of covid-19. &lt; DEC arrests four for traffi…,0.018181818181818174,Positive
25,1259443071462367232,2020-05-10 11:20:02,0,ani_ruok,305,LDN | Dhaka | Sylhet,[],"We have received moving contributions from Zambia, Brazil, BD, Syria, NYC, HK, India, British Virgin Islands, Leban…",0.0,Neutral
26,1259442832324145152,2020-05-10 11:19:05,3,trishf20,163,United Kingdom,[],"RT @MulundaArchie: UPDATE: Zambia has recorded 15 new cases of COVID-19 in the last 24hrs. 14 in Lusaka, 1 in Chilanga (Lusaka province).…",0.06818181818181818,Positive
27,1259440694776811520,2020-05-10 11:10:35,0,ZambianObserver,5926,,[],"Zambia has recorded 15 new cases of COVID-19 in the last 24hrs. 14 in Lusaka, 1 in Chilanga",0.06818181818181818,Positive
28,1259440591408160768,2020-05-10 11:10:10,0,BSunkutu,43,,[],Zambia today records 15 new covid confirmed cases,0.2681818181818182,Positive
29,1259440289422417920,2020-05-10 11:08:58,1,CChuwi1,1218,Zambia,"[{'text': 'COVID', 'indices': [116, 122]}]","RT @TheZedWeDeserve: Zambia has recorded 15 new cases of COVID-19 in the last 24hrs. 14 in Lusaka, 1 in Chilanga. #COVID-19",0.06818181818181818,Positive
30,1259439477187108866,2020-05-10 11:05:45,0,JonxMajoni,266,Lusaka,"[{'text': 'COVID', 'indices': [61, 67]}, {'text': 'update', 'indices': [71, 78]}, {'text': 'Zambia', 'indices': [79, 86]}]",Our minister of health doesn't know how to answer questions. #COVID-19 #update #Zambia,0.0,Neutral
31,1259439005227274240,2020-05-10 11:03:52,0,Ama1010Zambia,431,"Lusaka, Zambia",[],"Update: Effective tomorrow, Monday, May 11, 2020, Nakonde Border temporarily closed. Zambia records 15 new Covid 19…",0.21212121212121213,Positive
32,1259438682525896705,2020-05-10 11:02:35,1,TheZedWeDeserve,843,,"[{'text': 'COVID', 'indices': [95, 101]}]","Zambia has recorded 15 new cases of COVID-19 in the last 24hrs. 14 in Lusaka, 1 in Chilanga. #COVID-19",0.06818181818181818,Positive
33,1259438155943628803,2020-05-10 11:00:30,13,Mwebantu,108698,"Lusaka,Zambia","[{'text': 'Zambia', 'indices': [8, 15]}, {'text': 'Covid', 'indices': [18, 24]}, {'text': 'Covid', 'indices': [104, 110]}]","UPDATE: #Zambia's #Covid-19 cases, now stands at 267, with 7 deaths, with 117 discharges and 143 active #Covid-19 c…",-0.13333333333333333,Negative
34,1259438116462608384,2020-05-10 11:00:20,0,patrick_cim,1387,Lusaka Zambia,[],REPORTER: How would you describe the Covid-19 situation in Zambia CONFUSED ME: This situation it's like a fufu vovo…,-0.4,Negative
35,1259435947483168769,2020-05-10 10:51:43,17,Mwebantu,108698,"Lusaka,Zambia","[{'text': 'Zambia', 'indices': [8, 15]}]","UPDATE: #Zambia has recorded 15 new cases of COVID-19 in the last 24hrs. 14 in Lusaka, 1 in Chilanga (Lusaka provin…",0.06818181818181818,Positive
36,1259435935952973824,2020-05-10 10:51:40,3,MulundaArchie,2506,"Kitwe,Zambia",[],"UPDATE: Zambia has recorded 15 new cases of COVID-19 in the last 24hrs. 14 in Lusaka, 1 in Chilanga (Lusaka provinc…",0.06818181818181818,Positive
37,1259435167434801152,2020-05-10 10:48:37,12,SkipperTerryfic,989,Johannesburg,[],"RT @daddyhope: Zambian President opened gyms, cinemas, casinos, hotels &amp; tourism. Zambia’s Covid cases were 167 last night. This afternoon…",0.0,Neutral
38,1259431743985246208,2020-05-10 10:35:01,305,ChinondoHillary,0,,"[{'text': 'Zambia', 'indices': [67, 74]}]","RT @HHichilema: Together, we shall overcome the COVID-19 pandemic. #Zambia",0.0,Neutral
39,1259425684264452099,2020-05-10 10:10:56,21,ReutersAfrica,723464,,[],Zambia has applied to the International Monetary Fund (IMF) for a COVID-19-related rapid credit facility as it star…,0.0,Neutral
40,1259423965170319361,2020-05-10 10:04:06,1,sikailesikaile1,353,Canada,[],"@nkwoolley @UKinZambia @DfidZambia @zmBritish @foreignoffice @UNICEF @NHSuk @davidcpardoe Please UK, stop funding d…",0.0,Neutral
41,1259422420357783552,2020-05-10 09:57:58,71,DavidShawa5,578,"Lusaka, Zambia","[{'text': 'Zambia', 'indices': [22, 29]}, {'text': 'Covid', 'indices': [32, 38]}, {'text': 'Covid', 'indices': [118, 124]}]","RT @Mwebantu: UPDATE: #Zambia's #Covid-19 cases, now stands at 252, with 7 deaths, with 112 discharges and 133 active #Covid-19 cases. #Za…",-0.13333333333333333,Negative
42,1259419877749805057,2020-05-10 09:47:52,0,FreakyFrazier,9151,Africa,[],The Ministry of Health is tracing the contacts to the 13 sex workers with Covid-19. All men are advised to keep the…,0.0,Neutral
43,1259417949351424000,2020-05-10 09:40:12,0,SdiqBee,2,"Nairobi, Kenya",[],@LukoyeAtwoli As regards to Covid-19. I can only see one paper by a Zambia based Kenya who is a geophysical engineer.,0.0,Neutral
44,1259409924607692800,2020-05-10 09:08:19,33,lindaningwenya2,121,"Bulawayo, Zimbabwe",[],RT @ZimMediaReview: Zambia: President Lungu has announced reopening of economy saying living with COVID-19 is the “new normal”. He said the…,0.1431818181818182,Positive
45,1259407430837891073,2020-05-10 08:58:24,0,prasaputta,1,,[],@Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @Airtel_Ug @Airtel_Zambia @airtelrw There is no medicine…,0.0,Neutral
46,1259401208256757760,2020-05-10 08:33:41,3,semmoneglynn,2251,Earth,[],RT @Hendrix_ChiChi: A 7 day period of prayers and fasting has been launched in Zambia against the novel COVID-19 - TV2,0.0,Neutral
47,1259400868836839425,2020-05-10 08:32:20,0,semmoneglynn,2251,Earth,[],"RT @ode_prof: ""Congo and Zambia opens it borders as normal economic activities returns,courtesy of the Madagascar's Covid-19 cure""",0.175,Positive
48,1259400065476702213,2020-05-10 08:29:08,0,chola_neene,42,,[],"Because of the nakonde covid-19 realities,all big markets in cities &amp; towns must have massive testing carried out b…",0.0,Neutral
49,1259397951111204864,2020-05-10 08:20:44,0,chola_neene,42,,[],The zambian govt must declare big markets in Zambia that have cross border traders as high risk for covid-19 infect…,0.05333333333333334,Positive
50,1259395592066871296,2020-05-10 08:11:22,0,chola_neene,42,,[],"Nakonde,there is definately a truth that a large proportion of covid-19 has been traded from nakonde to kasumbalesa…",0.21428571428571427,Positive
51,1259393989943406592,2020-05-10 08:05:00,0,chola_neene,42,,[],The covid-19 updates have not informed us of the following: Infection fatality rate Infection recovry rate Whose di…,0.0,Neutral
52,1259386268405899264,2020-05-10 07:34:19,221,Dobani_Singo_JR,3029,D14 Wusakile,[],RT @hallaboutafrica: Africa Responds. Zambia finds its farmers' cassava ideal for hand sanitiser for use during Covid-19 pandemic. Cassava…,0.9,Positive
53,1259383680780439554,2020-05-10 07:24:02,2,THETlinks,4751,"London, United Kingdom","[{'text': 'HealthPartnership', 'indices': [22, 40]}, {'text': 'healthworkers', 'indices': [57, 71]}, {'text': 'COVID19', 'indices': [102, 110]}]",Are you involved in a #HealthPartnership working to keep #healthworkers safe on the frontlines of the #COVID19 resp…,0.5,Positive
54,1259380015013269505,2020-05-10 07:09:28,1,sophasnain,316,,[],"RT @GerryRasugu: Zambia has reported 85 new COVID-19 cases on Saturday;76 of these were from Nakonde district in the north, border town wit…",0.13636363636363635,Positive
55,1259379858280534016,2020-05-10 07:08:51,0,watsupasia,3426,Asia,[],Latest: China supports Zambia in COVID-19 fight| CCTV English,0.25,Positive
56,1259370101654069250,2020-05-10 06:30:04,0,DiasporaEngager,4459,USA,[],Zambia COVID-19 Statistics Status Update (9th May 2020) – African Media Agency. Photo Credit: Global Dias...,0.0,Neutral
57,1259367333451239425,2020-05-10 06:19:04,0,Dailyscoopmg,387,,[],Zambia: COVID-19 Survivor Ovine Nyalazi Goes Public Amid Stigma,0.0,Neutral
58,1259354216633638913,2020-05-10 05:26:57,119,ChisangaChiwala,144,"Lusaka, Zambia","[{'text': 'Zambia', 'indices': [22, 29]}]",RT @Mwebantu: UPDATE: #Zambia has recorded 85 new cases of COVID-19 in the last 24hrs. 76 are from Nakonde. Nine (9) new cases are from Lus…,0.0909090909090909,Positive
59,1259346465106923521,2020-05-10 04:56:09,0,chola_neene,42,,[],"When the covid-19 started,no regional organs in Africa called for meetings to plan strategically or plan for the wo…",0.0,Neutral
60,1259345635016347648,2020-05-10 04:52:51,1,GaelMacD,419,Rwanda,[],COVID-19 update (Africa) NEW CASES - South Africa: 525 - Egypt: 488 - Nigeria: 239 - Morocco: 199 - Algeria: 1…,0.13636363636363635,Positive
61,1259337200925376513,2020-05-10 04:19:20,7,ChiefMMN,1078,Planet Earth ,[],"RT @Quinten_Shakir: In 2015 they defeated opp MPs, raising the debt ceiling, ceiling has never come back down. Among projects for debt were…",-0.07777777777777779,Negative
62,1259315052492046336,2020-05-10 02:51:20,0,ZMPolitics,3055,Zambia,"[{'text': 'RT', 'indices': [112, 115]}]","Zambia records 85 new COVID-19 cases, 3 deaths | Zambian Politics News - (Full Story: ) #RT…",0.3287878787878788,Positive
63,1259298933035106305,2020-05-10 01:47:16,22,honghyunki1,9,Zambia,"[{'text': 'COVID19', 'indices': [36, 44]}, {'text': 'Zambia', 'indices': [128, 135]}]",RT @ZMPublicHealth: Catch the daily #COVID19 update by Hon. Chitalu Chilufya on the @mohzambia facebook page. In the last 24hrs #Zambia rec…,0.0,Neutral
64,1259282387290263561,2020-05-10 00:41:32,7,Moh_S_Khedr,199,Egypt,"[{'text': 'coronavirus', 'indices': [20, 32]}, {'text': 'Africa', 'indices': [41, 48]}, {'text': 'COVID19', 'indices': [81, 89]}]",RT @DailyNewsEgypt: #coronavirus updates #Africa 9 May 21:01 GMT: 🇹🇩Chad: 62 new #COVID19 cases &amp; 3 deaths 🇧🇯Benin: 42 new cases 🇿🇲Zambia:…,0.13636363636363635,Positive
65,1259266274909184007,2020-05-09 23:37:30,0,hocock2,112,,[],@nyy_cate I wish covid-19 would pay him and that Whitehead is Zambia visit instead of killing innocent people,0.5,Positive
66,1259264921390518273,2020-05-09 23:32:07,11,a7lanona11,968,"جدة, المملكة العربية السعودية","[{'text': 'Nigeria', 'indices': [58, 66]}, {'text': 'Ghana', 'indices': [68, 74]}, {'text': 'Rwanda', 'indices': [76, 83]}, {'text': 'Uganda', 'indices': [85, 92]}, {'text': 'SouthAfrica', 'indices': [93, 105]}, {'text': 'Tanzania', 'indices': [107, 116]}, {'text': 'Kenya', 'indices': [118, 124]}, {'text': 'Cameroon', 'indices': [126, 135]}]",RT @341_SA: 🌏 Dear Human 🌎 🖥 : : #Nigeria #Ghana #Rwanda #Uganda #SouthAfrica #Tanzania #Kenya #Cameroon #M…,0.0,Neutral
67,1259260718408298496,2020-05-09 23:15:25,4,Dogs79675344,4387,,[],RT @Zeus_zorander: Africa COVID-19 update; - SA: 525 new cases - Egypt: 488 new cases - Nigeria: 239 new cases - Morocco: 199 new cases -…,0.13636363636363635,Positive
68,1259259789441368066,2020-05-09 23:11:44,0,cknleya,155,"Harare, Zimbabwe",[],COVID-19 Africa Update: - SA: 525 new cases - Egypt: 488 new cases - Nigeria: 239 new cases - Maroc: 199 new cases…,0.13636363636363635,Positive
69,1259258616810557441,2020-05-09 23:07:04,4,Zeus_zorander,180,"Nairobi, Kenya",[],Africa COVID-19 update; - SA: 525 new cases - Egypt: 488 new cases - Nigeria: 239 new cases - Morocco: 199 new cas…,0.13636363636363635,Positive
70,1259255219960999937,2020-05-09 22:53:34,5,BETO40358322,202,"São Paulo, Brasil",[],RT @cgtnafrica: Morocco and Zambia are both eyeing a return of their domestic football seasons following disruptions brought about by the C…,0.0,Neutral
71,1259254877693378560,2020-05-09 22:52:13,0,MickyJnr_,2469,Ghana,"[{'text': 'Covid_19', 'indices': [8, 17]}]","Africa, #Covid_19 updates: - South Africa: 525 new cases - Egypt: 488 new cases - Nigeria: 239 new cases - Morocco…",0.13636363636363635,Positive
72,1259253851384938503,2020-05-09 22:48:08,0,DollyvetVet,688,"Lusaka, Zambia",[],@luchi7 UPDATE: Zambia has recorded 85 new cases of COVID-19 in the last 24hrs. 76 are from Nakonde. Nine (9) new c…,0.0909090909090909,Positive
73,1259238807934775302,2020-05-09 21:48:21,0,Musmo9,0,,"[{'text': 'Covid_19', 'indices': [0, 9]}, {'text': 'Zambia', 'indices': [35, 42]}]",#Covid_19 cases keep increasing in #Zambia. 85 new cases a day after the presidential speech. What does this mean Mr President?,-0.08806818181818182,Negative
74,1259228784202579968,2020-05-09 21:08:32,1,GerryRasugu,572,Nairobi,[],"Zambia has reported 85 new COVID-19 cases on Saturday;76 of these were from Nakonde district in the north, border t…",0.13636363636363635,Positive
75,1259226892768546818,2020-05-09 21:01:01,7,DailyNewsEgypt,266225,Egypt,"[{'text': 'coronavirus', 'indices': [0, 12]}, {'text': 'Africa', 'indices': [21, 28]}, {'text': 'COVID19', 'indices': [61, 69]}]",#coronavirus updates #Africa 9 May 21:01 GMT: 🇹🇩Chad: 62 new #COVID19 cases &amp; 3 deaths 🇧🇯Benin: 42 new cases 🇿🇲Zamb…,0.13636363636363635,Positive
76,1259221535916687362,2020-05-09 20:39:44,10,MburuNdoria,8,,[],RT @MkindiJackie: Time demands action! Tanzania and Zambia are in bilateral talks to resolve emerging NTBs that have slowed flow of essenti…,0.125,Positive
77,1259218223372926976,2020-05-09 20:26:34,0,chipailads,1655,"Lusaka, Zambia",[],"Zambia: We are re-opening gymns, cinemas, restaurants and casinos. COVID-19:",0.0,Neutral
78,1259217735537565699,2020-05-09 20:24:37,0,MotsaZakhele,97,"Manzini, Swaziland",[],"@EswatiniGovern1 Engabe lokukhula kwaletinombolo kuyamchaza yini Swaziland njenge pulpit ye Africa? Bo Zambia, Zimb…",0.0,Neutral
79,1259216717143818241,2020-05-09 20:20:35,5,TaranjaMunashe,547,,"[{'text': 'Zambia', 'indices': [36, 43]}, {'text': 'COVID19', 'indices': [75, 83]}]","RT @cgtnafrica: Health officials in #Zambia have reported 85 new confirmed #COVID19 cases, bringing the total number of infections to 252.…",0.1787878787878788,Positive
80,1259212261597601792,2020-05-09 20:02:52,0,nyonisdesk,1697,Harare,[],@Chipemhe @daddyhope @WHO @NewYorkTimesGHS Most pple are failing to understand the impact of Covid_19. Life won't b…,0.5,Positive
81,1259198262478848002,2020-05-09 19:07:15,0,OwenMiyanza,34,"Lusaka, Zambia",[],Alarmed with the highest number of new COVID-19 cases at 85 with three deaths recorded in the last 24 hours in Zamb…,0.06818181818181818,Positive
82,1259197120734691329,2020-05-09 19:02:42,0,ComradeZaco,296,East Coast ,[],All the new covid cases in Zambia are at the border with Tanzania,0.13636363636363635,Positive
83,1259193699965304832,2020-05-09 18:49:07,0,BilonMindset,31,"Lusaka, Zambia",[],"I have a problem with the saying, ""New Normal"". Sounds like embracing covid-19 and all it's effects. May God heal Z…",0.1431818181818182,Positive
84,1259192136806871041,2020-05-09 18:42:54,3,medfacis,442,,"[{'text': 'covid19zm', 'indices': [50, 60]}]","RT @NCoVAfrica: Zambia 85 new confirmed cases of #covid19zm including 76 cases in Nakonde, Muchinga (new affected province). 1 new recover…",0.20227272727272727,Positive
85,1259191915658043394,2020-05-09 18:42:02,0,ode_prof,10,"Porto Novo, Benin Republic",[],"""Congo and Zambia opens it borders as normal economic activities returns,courtesy of the Madagascar's Covid-19 cure""",0.175,Positive
86,1259191502892421125,2020-05-09 18:40:23,5,trishf20,163,United Kingdom,[],RT @MulundaArchie: Zambia has recorded 85 new cases of COVID-19 in the last 24hrs. 76 are from Nakonde. Nine (9) new cases are from Lusaka.…,0.0909090909090909,Positive
87,1259188046987173888,2020-05-09 18:26:39,0,LwandoTrevor,1,Zambia,[],"@Mwebantu Covid-19 that will hit Zambia is still calculating its angles, by the time they'll start trying to close…",0.0,Neutral
88,1259183741467086848,2020-05-09 18:09:33,0,GGutukunuhwa,220,,[],@daddyhope @MagufuliJP True zimbabwe is just playing was said on news that zambia recorded…,0.35,Positive
89,1259182244263981056,2020-05-09 18:03:36,0,Yettoexhaust,99,"Harare, Zimbabwe",[],Anyone who van study trends can easly tell that Africa is next as witnessed by the rise in SA numbers. We pray that…,0.0,Neutral
90,1259181616645144578,2020-05-09 18:01:06,2,daviestrexy,195,"Lusaka, Zambia",[],"RT @normanchips: Adada, what are you going to do to fight COVID-19 ? “Nothing much, nothing much- it’s the New Normal Zambia! Let a few mor…",0.10477272727272728,Positive
91,1259181415809388551,2020-05-09 18:00:18,5,IdaMWaddell,115,"Lusaka, Zambia",[],"RT @DiggersOfNews: Zambia records 85 new COVID-19 cases, 3 deaths By Zondiwe Mbewe HEALTH Minister Dr Chitalu Chilufya says Zambia has in…",0.13636363636363635,Positive
92,1259175810717691904,2020-05-09 17:38:02,1,NdhlovuChatoowa,37,,[],"RT @normanchips: Zambians, can someone remind Adada that, Zambia has over 2 million Zambians living with HIV and we risk these Zambians liv…",0.0,Neutral
93,1259172377881083906,2020-05-09 17:24:23,1,AfriWoman,4185,,"[{'text': 'Morocco', 'indices': [21, 29]}, {'text': 'Zambia', 'indices': [34, 41]}]",RT @AfricanvoicesTV: #Morocco and #Zambia are both eyeing a return of their domestic football seasons following disruptions brought about b…,0.0,Neutral
94,1259172331852832771,2020-05-09 17:24:12,1,AfricanvoicesTV,335,"Sheffield, England","[{'text': 'Morocco', 'indices': [0, 8]}, {'text': 'Zambia', 'indices': [13, 20]}]",#Morocco and #Zambia are both eyeing a return of their domestic football seasons following disruptions brought abou…,0.0,Neutral
95,1259171497635131392,2020-05-09 17:20:53,5,cgtnafrica,145074,Africa,[],Morocco and Zambia are both eyeing a return of their domestic football seasons following disruptions brought about…,0.0,Neutral
96,1259163771706228744,2020-05-09 16:50:11,0,KapambweMilton,0,Zambia,[],Covid 19mathematics in Zambia goes exponential overnight.....?,0.0,Neutral
97,1259158669498945536,2020-05-09 16:29:55,0,ChristsAvenger,106,Zambia,[],My father says COVID-19 is a hoax in Zambia. 😢,0.0,Neutral
98,1259156404348186624,2020-05-09 16:20:55,15,denvern3,8873,"Eugene, OR, USA",[],RT @daddyhope: 2. Other countries like China that are reopening their institutions are doing so after having put in place infrastructure &amp;…,-0.125,Negative
99,1259153875858325504,2020-05-09 16:10:52,4,Person_wacho,670,"Harare, Zimbabwe",[],"RT @DiggersOfNews: 14 new COVID-19 cases, as Lungu reopens gyms, cinemas By Zondiwe Mbewe PRESIDENT Edgar Lungu has announced that Zambia…",0.13636363636363635,Positive
100,1259153370310479873,2020-05-09 16:08:52,0,Pa_Zed,186,Lusaka,"[{'text': 'Covid_19', 'indices': [66, 75]}]",About time Govt stops those publicity stunts and get serious with #Covid_19. Otherwise we are looking at a long roa…,-0.19166666666666665,Negative
101,1259152803634851841,2020-05-09 16:06:36,3,Hendrix_ChiChi,14292,lusaka,[],A 7 day period of prayers and fasting has been launched in Zambia against the novel COVID-19 - TV2,0.0,Neutral
102,1259152238586494979,2020-05-09 16:04:22,1,OneSeptemberArt,131,Liverpool,[],"RT @EliRandle: This is an amazing organisation I worked with in Zambia, they do incredible work to support children on the streets, Covid h…",0.75,Positive
103,1259150925404479490,2020-05-09 15:59:09,0,MorganKalima,2021,Zambia,[],I font know if y'all saw this The more reason I say we don't have covid in Zambia,0.5,Positive
104,1259144004400226314,2020-05-09 15:31:39,1,normanchips,6140,"Scotland, United Kingdom",[],"Zambians, can someone remind Adada that, Zambia has over 2 million Zambians living with HIV and we risk these Zambi…",0.0,Neutral
105,1259140238565429249,2020-05-09 15:16:41,0,kelo_vin,209,Zambia,[],@king1cheelo @HHichilema The govt has not done much to consider opening up more sectors of the economy. A lot of pe…,0.35,Positive
106,1259138147008557057,2020-05-09 15:08:22,0,AfricanewsIT_ES,2589,Africa and the web,[],Coronavirus: Zambia COVID-19 Statistics Status Update (9th May 2020),0.0,Neutral
107,1259134088902070272,2020-05-09 14:52:15,0,jubeck18,0,Lusaka Zambia ,[],with 85 new cases of covid-19 Zambia is now fully infected . we need to lockdown,0.13636363636363635,Positive
108,1259133625691508738,2020-05-09 14:50:24,1,EliRandle,1583,"Liverpool, England",[],"This is an amazing organisation I worked with in Zambia, they do incredible work to support children on the streets…",0.75,Positive
109,1259131198137176065,2020-05-09 14:40:45,0,APO_source,10507,#AFRICA #MENA,[],Coronavirus: Zambia COVID-19 Statistics Status Update (9th May 2020) Read More:,0.5,Positive
110,1259130465107271680,2020-05-09 14:37:51,4,Kendric13045287,3,kasama ,[],"RT @Thandiekhile: So why wasn't the nakonde border closed? A border that is between Zambia and Tanzania, Tanzania, a country that's prove…",-0.1,Negative
111,1259129990798606341,2020-05-09 14:35:57,6,VICEPOTUSDAY,3781,USA,"[{'text': 'COVID19', 'indices': [58, 66]}]",RT @CDCGlobal: The U.S. Gov is helping Zambia prepare for #COVID19 as cases increase across the country. @CDCinZambia Country Director Dr.…,0.0,Neutral
112,1259129647821983744,2020-05-09 14:34:36,0,APO_source,10507,#AFRICA #MENA,[],Coronavirus: Zambia COVID-19 Statistics Status Update (9th May 2020) @mohzambia @MoetiTshidi @WHOAFRO @DrTedros…,0.0,Neutral
